node	type
db06480	drug
db09296	drug
db04573	drug
db02659	drug
db04840	drug
db04348	drug
db08896	drug
db01283	drug
db00710	drug
db00300	drug
db00720	drug
db00955	drug
db01342	drug
db00006	drug
db01348	drug
db00946	drug
db01418	drug
db08439	drug
db06196	drug
db04828	drug
db02709	drug
db06813	drug
db04743	drug
db06739	drug
db00770	drug
db00735	drug
db04272	drug
db00179	drug
db00736	drug
db00798	drug
db09477	drug
db01109	drug
db01077	drug
db00616	drug
db01628	drug
db04951	drug
db05676	drug
db06246	drug
db04865	drug
db00498	drug
db00569	drug
db04552	drug
db09216	drug
db08836	drug
db08964	drug
db00939	drug
db09212	drug
db08437	drug
db00469	drug
db06725	drug
db01349	drug
db06736	drug
db09215	drug
db06802	drug
db01347	drug
db09288	drug
db06635	drug
db00821	drug
db00399	drug
db01399	drug
db00266	drug
db09295	drug
db01240	drug
db06413	drug
db03585	drug
db00686	drug
db00884	drug
db03615	drug
db01172	drug
db07615	drug
db00035	drug
db09285	drug
db00886	drug
db00452	drug
db01180	drug
db04898	drug
db05767	drug
db00744	drug
db01600	drug
db01133	drug
db06701	drug
db04575	drug
db08806	drug
db01071	drug
db08805	drug
db00890	drug
db00269	drug
db06401	drug
db09070	drug
db00568	drug
db07931	drug
db01246	drug
db11478	drug
db01063	drug
db04888	drug
db01622	drug
db06016	drug
db06262	drug
db04871	drug
db01608	drug
db09283	drug
db09211	drug
db01166	drug
db00163	drug
db00063	drug
db06543	drug
db01207	drug
db03619	drug
db09030	drug
db08814	drug
db01296	drug
db06441	drug
db00775	drug
db05266	drug
db09053	drug
db00546	drug
db04938	drug
db05351	drug
db06777	drug
db00528	drug
db01392	drug
db01131	drug
db01074	drug
db00239	drug
db09227	drug
db08932	drug
db05109	drug
db06712	drug
db06267	drug
db09101	drug
db00636	drug
db02638	drug
db08950	drug
db04948	drug
db09238	drug
db00606	drug
db09239	drug
db00212	drug
db06694	drug
db06268	drug
db01170	drug
db00226	drug
db00797	drug
db00629	drug
db09272	drug
db09282	drug
db09236	drug
db09242	drug
db00217	drug
db01089	drug
db11397	drug
db09235	drug
db04786	drug
db00613	drug
db04957	drug
db09232	drug
db09090	drug
db09231	drug
db06446	drug
db04825	drug
db09230	drug
db06817	drug
db08930	drug
db06733	drug
db09274	drug
db01910	drug
db01099	drug
db06693	drug
db03758	drug
db00301	drug
db01289	drug
db00126	drug
db00262	drug
db00664	drug
db02282	drug
db06608	drug
db01299	drug
db00552	drug
db09270	drug
db06782	drug
db01033	drug
db05528	drug
db00130	drug
db03880	drug
db08838	drug
db01001	drug
db02365	drug
db01597	drug
db04459	drug
db00677	drug
db02255	drug
db06727	drug
db01107	drug
db01426	drug
db02557	drug
db03127	drug
db01683	drug
db00943	drug
db01429	drug
db01274	drug
db09183	drug
db02855	drug
db01102	drug
db11586	drug
db00221	drug
db00699	drug
db01408	drug
db01228	drug
db03395	drug
db00336	drug
db09202	drug
db09082	drug
db02424	drug
db05265	drug
db00589	drug
db01472	drug
db09080	drug
db08626	drug
db07347	drug
db06506	drug
db03424	drug
db01191	drug
db00150	drug
db00372	drug
db09097	drug
db06145	drug
db00153	drug
db00947	drug
db00136	drug
db06652	drug
db08875	drug
db00347	drug
db08871	drug
db04835	drug
db00617	drug
db01431	drug
db03701	drug
db00778	drug
db01559	drug
db06237	drug
db06155	drug
db01256	drug
db09143	drug
db09389	drug
db01179	drug
db09297	drug
db00309	drug
db04975	drug
db11496	drug
db03600	drug
db01034	drug
db01422	drug
db00251	drug
db04539	drug
db09040	drug
db04741	drug
db01091	drug
db09041	drug
db04794	drug
db01007	drug
db00525	drug
db03793	drug
db01153	drug
db09031	drug
db06510	drug
db06741	drug
db08798	drug
db11560	drug
db01412	drug
db01094	drug
db00170	drug
db06264	drug
db04725	drug
db01405	drug
db09099	drug
db00165	drug
db09061	drug
db09256	drug
db00823	drug
db06718	drug
db00957	drug
db06412	drug
db09064	drug
db04339	drug
db01066	drug
db00847	drug
db08954	drug
db09290	drug
db05034	drug
db09401	drug
db09338	drug
db01010	drug
db00944	drug
db06819	drug
db01245	drug
db01057	drug
db09067	drug
db01122	drug
db00545	drug
db01613	drug
db00360	drug
db09257	drug
db01284	drug
db04924	drug
db00290	drug
db01411	drug
db09262	drug
db00353	drug
db06637	drug
db06728	drug
db06774	drug
db01764	drug
db08911	drug
db00259	drug
db00792	drug
db01698	drug
db06729	drug
db06691	drug
db02701	drug
db00769	drug
db06442	drug
db00719	drug
db01333	drug
db06795	drug
db01438	drug
db06706	drug
db00080	drug
db01262	drug
db05015	drug
db00120	drug
db00928	drug
db00352	drug
db00380	drug
db05562	drug
db00551	drug
db01579	drug
db00982	drug
db00260	drug
db01598	drug
db09279	drug
db09209	drug
db01420	drug
db06707	drug
db00746	drug
db04258	drug
db00059	drug
db08908	drug
db01592	drug
db00787	drug
db02527	drug
db01053	drug
db03553	drug
db03496	drug
db01414	drug
db11235	drug
db01620	drug
db00354	drug
db08799	drug
db09488	drug
db08802	drug
db00142	drug
db06766	drug
db08800	drug
db08801	drug
db03568	drug
db08835	drug
db01619	drug
db09292	drug
db00891	drug
db00576	drug
db01581	drug
db00634	drug
db07996	drug
db01582	drug
db06147	drug
db06821	drug
db06213	drug
db04398	drug
db03754	drug
db05541	drug
db00463	drug
db00837	drug
db08329	drug
db04166	drug
db04165	drug
db01121	drug
db01321	drug
db08811	drug
db06174	drug
db01301	drug
db00855	drug
db06436	drug
db00432	drug
db05129	drug
db03856	drug
db06595	drug
db06243	drug
db00467	drug
db00389	drug
db08313	drug
db00992	drug
db02300	drug
db04849	drug
db01108	drug
db02034	drug
db05540	drug
db03010	drug
db02109	drug
db04894	drug
db05786	drug
db00487	drug
db02281	drug
db07232	drug
db00894	drug
db04960	drug
db03459	drug
db06263	drug
db06195	drug
db02877	drug
db09124	drug
db01667	drug
db00385	drug
db04576	drug
db06420	drug
db05668	drug
db06266	drug
db03172	drug
db04468	drug
db06433	drug
db03509	drug
db04866	drug
db04106	drug
db06771	drug
db05088	drug
db03073	drug
db02640	drug
db06159	drug
db04253	drug
db05022	drug
db01933	drug
db04440	drug
db02342	drug
db01051	drug
db04881	drug
db02115	drug
db02962	drug
db11431	drug
db04910	drug
db11254	drug
db11156	drug
db00848	drug
db00711	drug
db04967	drug
db08869	drug
db01000	drug
db09324	drug
db01147	drug
db01607	drug
db01603	drug
db01605	drug
db00948	drug
db01604	drug
db01061	drug
db01163	drug
db00173	drug
db00378	drug
db06730	drug
db00115	drug
db01326	drug
db00456	drug
db00689	drug
db06211	drug
db01328	drug
db09060	drug
db01139	drug
db00274	drug
db00229	drug
db00267	drug
db00504	drug
db01548	drug
db06230	drug
db00577	drug
db01022	drug
db00583	drug
db01282	drug
db04854	drug
db00626	drug
db09069	drug
db00190	drug
db06202	drug
db00513	drug
db09014	drug
db01213	drug
P54764	protein
O75116	protein
O94989	protein
Q13009	protein
O00763	protein
P22681	protein
P54756	protein
P98172	protein
Q13464	protein
P00519	protein
P29320	protein
P52735	protein
P08631	protein
P54762	protein
Q9UKW4	protein
P20827	protein
Q5JZY3	protein
P29323	protein
P06239	protein
P52797	protein
P54760	protein
O14672	protein
A0A0B4J1T8	protein
P29317	protein
O43921	protein
P12931	protein
Q8N5V2	protein
Q15375	protein
P20936	protein
P09769	protein
P51451	protein
P61586	protein
P52798	protein
P29322	protein
O43639	protein
Q96M69	protein
P63000	protein
O60346	protein
P54753	protein
P06241	protein
P21709	protein
P52803	protein
P19174	protein
B4DXG7	protein
P07948	protein
P07947	protein
Q00535	protein
Q15768	protein
Q96ND8	protein
Q13263	protein
Q96IP4	protein
Q9GZR5	protein
O75602	protein
Q6Q759	protein
Q8N0X2	protein
P49790	protein
Q14974	protein
P55060	protein
O60518	protein
O00410	protein
Q96T49	protein
P36873	protein
Q8WWK9	protein
P62140	protein
P08865	protein
P26038	protein
Q8NBS3	protein
P25067	protein
Q9NZR4	protein
Q8IVV2	protein
O95257	protein
O60674	protein
Q8WWL7	protein
P29459	protein
O95256	protein
P12004	protein
O95067	protein
P52564	protein
P46734	protein
P24522	protein
P29597	protein
Q9Y6R4	protein
Q99665	protein
P14635	protein
X6RGM1	protein
P29460	protein
Q13478	protein
O75293	protein
Q14116	protein
P56557	protein
O95214	protein
O15243	protein
Q96E35	protein
Q99705	protein
Q4G1C9	protein
O75398	protein
P68366	protein
A1A519	protein
Q9H871	protein
Q15477	protein
Q92900	protein
Q01780	protein
Q8IY37	protein
Q13895	protein
P48643	protein
P50990	protein
Q12788	protein
Q9H0D6	protein
Q14690	protein
Q9H6S0	protein
Q9NQT5	protein
Q9UNX4	protein
Q15397	protein
Q92526	protein
P49368	protein
O95602	protein
Q9Y3B2	protein
Q9H583	protein
P50991	protein
Q9BQL6	protein
Q9BYG3	protein
Q99832	protein
Q9GZS3	protein
Q15024	protein
Q06265	protein
Q5JTH9	protein
Q9NY93	protein
P40227	protein
Q14562	protein
A0A0X1KG68	protein
O77932	protein
Q15269	protein
Q9H0A0	protein
Q6PGP7	protein
Q9NPD3	protein
Q8NI36	protein
Q9NQT4	protein
Q13901	protein
Q8IZH2	protein
Q5RKV6	protein
P17987	protein
Q8NDF8	protein
P49842	protein
P78371	protein
Q02153	protein
P16499	protein
P05423	protein
Q9H1A7	protein
A0A0C4DG91	protein
Q9P1U0	protein
P29475	protein
O76074	protein
P30876	protein
P18545	protein
A0A7I2R591	protein
Q9GZS1	protein
Q14432	protein
O75355	protein
O76083	protein
Q9BT43	protein
P22392	protein
Q5MY95	protein
Q9NVU0	protein
O43924	protein
Q9BY32	protein
Q9Y5B8	protein
Q13237	protein
Q13370	protein
P35913	protein
Q9Y535	protein
P52435	protein
A0A0A0MS69	protein
A0A0A0MQR7	protein
Q9H9Y6	protein
A0A3F2YP58	protein
P62875	protein
P30793	protein
Q9H1D9	protein
Q9BUI4	protein
Q02108	protein
Q13956	protein
Q5TCS8	protein
O14802	protein
Q3B726	protein
P61218	protein
P51160	protein
P15531	protein
Q9NW08	protein
P49961	protein
P53803	protein
P33402	protein
P36954	protein
P19387	protein
P14618	protein
Q13976	protein
O00746	protein
P30613	protein
Q13232	protein
Q01064	protein
Q9HCR9	protein
Q9Y2Y1	protein
O15514	protein
P56597	protein
P62487	protein
O00408	protein
Q9NZM1	protein
Q09666	protein
P50570	protein
P35968	protein
P78329	protein
Q9NZ20	protein
P0C869	protein
P23219	protein
P39877	protein
P09917	protein
P11712	protein
P35354	protein
P14555	protein
P18054	protein
P09960	protein
Q9BZM2	protein
P04054	protein
P16050	protein
Q02928	protein
J3KMZ3	protein
P47712	protein
P53816	protein
O60733	protein
O15496	protein
Q08477	protein
Q7Z449	protein
Q9BZM1	protein
Q3MJ16	protein
P51589	protein
P05181	protein
Q6P1J6	protein
P20813	protein
Q9BX93	protein
Q9BQB6	protein
O15296	protein
P33261	protein
Q9NZK7	protein
P10632	protein
Q86XP0	protein
P62424	protein
Q9Y2R9	protein
P62979	protein
Q15056	protein
P43307	protein
Q15629	protein
Q99547	protein
P61927	protein
Q96IZ7	protein
Q9BYD1	protein
P62899	protein
P61353	protein
Q9UNL2	protein
Q9H7B2	protein
P61009	protein
Q969Q0	protein
A0A0A0MQU0	protein
P50914	protein
Q9H9S3	protein
P67812	protein
Q9Y3B7	protein
P46777	protein
P60468	protein
P47914	protein
P25398	protein
P60228	protein
Q02878	protein
Q14152	protein
Q96B26	protein
P62249	protein
B0QY89	protein
Q9H4L4	protein
P39023	protein
P62945	protein
Q9UHB9	protein
P60866	protein
O15235	protein
Q9BYD3	protein
P62277	protein
Q8IYD1	protein
P62857	protein
P61326	protein
Q02543	protein
Q8WWY3	protein
P26373	protein
O75822	protein
P30050	protein
O15234	protein
P83731	protein
A0A7P0MRT9	protein
P62753	protein
Q96T21	protein
P62273	protein
Q86US8	protein
P04843	protein
P43308	protein
Q9NPE3	protein
P18621	protein
P62851	protein
P46782	protein
P23588	protein
O60832	protein
P62910	protein
Q15528	protein
P57772	protein
Q9NXF1	protein
P08240	protein
P63151	protein
Q6DKI1	protein
Q9Y6A9	protein
Q8ND04	protein
P62244	protein
P35544	protein
P82933	protein
P42766	protein
Q92540	protein
O75821	protein
P05141	protein
P61313	protein
P63220	protein
A0A0A0MQZ6	protein
P39019	protein
P62829	protein
C9JFV4	protein
Q9Y3U8	protein
Q8NA23	protein
Q5T653	protein
P27635	protein
P46776	protein
Q96L21	protein
P62495	protein
P68104	protein
P62269	protein
P11940	protein
Q9H9L3	protein
Q9Y5M8	protein
Q9Y221	protein
P05388	protein
P18077	protein
P49207	protein
Q6W5P4	protein
Q15005	protein
P13639	protein
P47813	protein
Q9NY12	protein
P30153	protein
Q9Y383	protein
O00567	protein
P40429	protein
P09132	protein
P62310	protein
P49458	protein
P41091	protein
Q9NV31	protein
Q15029	protein
P61513	protein
Q07020	protein
Q96EH5	protein
P26641	protein
P05386	protein
P51571	protein
O14602	protein
P62854	protein
P04844	protein
P22087	protein
Q13868	protein
P82912	protein
P60059	protein
Q9Y4W2	protein
P62280	protein
P23396	protein
P67775	protein
O15371	protein
P09001	protein
P36578	protein
P18124	protein
Q9NX20	protein
P12268	protein
Q9H1J1	protein
Q9BY50	protein
Q71UM5	protein
P63244	protein
O15372	protein
Q9NWU5	protein
P84098	protein
Q6P5R6	protein
Q9GZL7	protein
P05198	protein
P82675	protein
Q9Y399	protein
Q96A35	protein
Q9UBQ5	protein
P42285	protein
P06730	protein
Q96A72	protein
P61011	protein
P15880	protein
Q09161	protein
P62891	protein
Q8WWH5	protein
Q5SY16	protein
Q7L2H7	protein
P82914	protein
Q8TDN6	protein
Q9HAU5	protein
Q04637	protein
O00541	protein
P05387	protein
P61619	protein
Q9P015	protein
H3BNC9	protein
H7BZ11	protein
P37108	protein
P62266	protein
P55884	protein
P62750	protein
Q9H0W8	protein
Q15287	protein
P63173	protein
Q15149	protein
P35268	protein
P62701	protein
P26367	protein
O60841	protein
P15170	protein
P62241	protein
Q96Q15	protein
P22090	protein
P46781	protein
P62987	protein
P20042	protein
P61247	protein
Q9UNX3	protein
P46778	protein
Q9Y2X3	protein
P82664	protein
Q9UKD2	protein
Q2VIR3	protein
Q9UHA3	protein
P12236	protein
P32969	protein
O60783	protein
P62888	protein
P62917	protein
P60842	protein
Q92901	protein
P62913	protein
P52298	protein
P62847	protein
J3KQN4	protein
Q9BZI7	protein
Q14240	protein
Q9UPR3	protein
P24534	protein
Q99613	protein
K7EM56	protein
P55010	protein
P62906	protein
J3QQQ9	protein
P62263	protein
Q86X76	protein
Q86Y39	protein
Q8TDN7	protein
P78316	protein
Q8IWA0	protein
Q9BVS4	protein
P61221	protein
Q9NVU7	protein
Q68CQ4	protein
Q9Y3A2	protein
Q13206	protein
Q9Y324	protein
Q9BRS2	protein
O43818	protein
P55769	protein
P48730	protein
Q9NYH9	protein
Q9Y6D6	protein
O60678	protein
Q08J23	protein
Q9BVJ6	protein
O95059	protein
O75818	protein
P49915	protein
Q9UNQ2	protein
Q9Y3A4	protein
Q8IY81	protein
Q9BQ67	protein
Q96EU6	protein
Q9NVP1	protein
Q9Y5J1	protein
Q9UQ80	protein
Q8N9T8	protein
P46087	protein
Q9H6R4	protein
P31327	protein
Q99873	protein
P78345	protein
Q9NRX1	protein
Q9BVI4	protein
Q6PKG0	protein
Q15061	protein
Q4G0J3	protein
P62316	protein
Q9NVN8	protein
Q96G21	protein
Q96P11	protein
P19338	protein
Q8TED0	protein
