node	type
pseudotumor	se
corneal degeneration	se
sleep disturbances	se
second degree AV block	se
granuloma	se
hypoxia	se
pulseless	se
sleep disorder	se
epidermal necrolysis	se
shock	se
dry eyes	se
corneal deposits	se
onycholysis	se
skin necrosis	se
dissociation	se
goiter	se
bundle branch block left	se
WBC Decreased	se
uveitis	se
synovitis	se
chorioretinitis	se
abnormal sensation in eye	se
postural hypotension	se
chest discomfort	se
choroiditis	se
cervical lymphadenopathy	se
anterior uveitis	se
axillary lymph node enlargement	se
nasal irritation	se
throat irritation	se
sputum increased	se
apathy	se
tooth disorder	se
hoarseness	se
impaired concentration	se
jaw pain	se
withdrawal syndrome	se
menstrual disorder	se
aphasia	se
emotional lability	se
irritability	se
tingling	se
watery eyes	se
sneezing	se
drug dependence	se
nasal ulcer	se
smokers	se
drug abuse	se
rhinitis	se
epistaxis	se
hiccup	se
chest tightness	se
eye irritation	se
dependence	se
bleeding diathesis	se
myocardial infarction	se
upper GI bleeding	se
fulminant hepatitis	se
hepatic failure	se
colitis	se
Idiopathic thrombocytopenic purpura	se
nephropathy	se
interstitial pneumonitis	se
asphyxia	se
acute respiratory failure	se
Urine leukocytes	se
vaginal moniliasis	se
Interactions	se
hypersensitivity vasculitis	se
bloody diarrhea	se
cutaneous candidiasis	se
disseminated intravascular coagulation	se
anaphylaxis	se
leukorrhea	se
peptic ulcer	se
choking sensation	se
Clotting Disorders	se
laryngeal edema	se
acute hepatitis	se
Diaper rash	se
cholestasis	se
ileus	se
pseudomembranous colitis	se
hyperkinesia	se
disability	se
vaginitis	se
thrombocytopenic purpura	se
erythema nodosum	se
hemorrhagic colitis	se
urine red	se
toxic nephropathy	se
amylase increased	se
infarction	se
enterocolitis	se
microscopic hematuria	se
maculopapular rash	se
asthmatic attack	se
abnormal stools	se
loss of consciousness	se
serum sickness	se
melena	se
extrapyramidal syndrome	se
cholecystitis	se
pathological fracture	se
hyperacusis	se
increased salivation	se
delusions	se
transitory deafness	se
myositis	se
bigeminy	se
substernal chest pain	se
bone pain	se
hostility	se
blepharitis	se
abnormality of accommodation	se
als	se
gum hemorrhage	se
urinary urgency	se
intestinal obstruction	se
cough increased	se
otitis media	se
metrorrhagia	se
psychotic depression	se
menorrhagia	se
paranoid reaction	se
hyponatremia	se
dystonia	se
kidney calculus	se
tongue edema	se
bursitis	se
ulcerative stomatitis	se
atrial arrhythmia	se
manic reaction	se
cerebral embolism	se
skin ulcer	se
hyperemia	se
osteoporotic fracture	se
breast engorgement	se
akathisia	se
stupor	se
manic	se
nystagmus	se
pulmonary embolism	se
salivary gland enlargement	se
Bullous dermatitis	se
pneumothorax	se
healing abnormal	se
hypotonia	se
neurosis	se
hypesthesia	se
glossitis	se
cystitis	se
fasting	se
gout	se
libido increased	se
tongue discoloration	se
osteoporosis	se
cardiomegaly	se
lacrimation disorder	se
rigidity	se
vascular headache	se
breast enlargement	se
grand mal	se
reflexes increased	se
petechiae	se
abdomen enlarged	se
arthrosis	se
urethritis	se
embolus	se
polyuria	se
abdominal syndrome acute	se
abnormal ejaculation	se
lymphocytosis	se
dysarthria	se
skin hypertrophy	se
hypercholesterolemia	se
hypertriglyceridemia	se
dementia	se
amenorrhea	se
parosmia	se
euphoria	se
otitis	se
partial transitory deafness	se
obstruction	se
angina	se
depersonalization	se
clonus	se
breast pain	se
acid phosphatase increased	se
urinary incontinence	se
hypokinesia	se
left heart failure	se
arthritis	se
dyspnea exertional	se
respiratory distress	se
aches	se
retroperitoneal fibrosis	se
death	se
personality disorder	se
gangrene	se
memory impairment	se
Raynaud	se
cyanosis	se
gastric pain	se
low cardiac output	se
laryngospasm	se
catatonic	se
complete atrioventricular block	se
arterial insufficiency	se
PR interval	se
sexual dysfunction	se
stomach	se
mental depression	se
peripheral coldness	se
memory loss	se
status asthmaticus	se
skin lesion	se
exacerbation of psoriasis	se
eye itching	se
nonthrombocytopenic purpura	se
precordial chest pain	se
claudication	se
heartburn	se
decrease or loss of hearing	se
vivid dreams	se
circulatory disorders	se
bronchoconstriction	se
feeling of warmth	se
colicky	se
borborygmi	se
miosis	se
abdominal cramps	se
colic	se
sensations of heat	se
peeling	se
epigastric pain	se
gastric ulcer	se
duodenal ulcer	se
Abnormal Liver Enzymes	se
elevated liver enzymes	se
deficiency anemia	se
neuralgia	se
interstitial lung disease	se
varicose vein	se
gingivitis	se
Endocrine Disorders	se
nail disorder	se
hair discoloration	se
acute hepatic necrosis	se
hyperlipidemia	se
osteonecrosis	se
hernia	se
opportunistic infections	se
iron deficiency	se
iron deficiency anemia	se
ESS	se
cataract	se
fungal dermatitis	se
juvenile rheumatoid arthritis	se
pelvic pain	se
lymphoproliferative disorders	se
skin nodule	se
subcutaneous nodule	se
kidney vasculitis	se
cholelithiasis	se
prostate	se
necrotizing vasculitis	se
hepatic necrosis	se
abscess	se
leg cramps	se
extravasation	se
metastatic colorectal cancer	se
supraventricular tachycardia	se
fibrillation	se
sinus tachycardia	se
febrile neutropenia	se
periarteritis nodosa	se
colon cancer	se
depressed mood	se
vascular stenoses	se
increase in urinary output	se
artery stenosis	se
renal artery stenosis	se
hypertensive	se
cerebrovascular disorder	se
polyneuritis	se
eosinophilic pneumonitis	se
pemphigoid	se
ischemic stroke	se
abdominal discomfort	se
pemphigus	se
acute liver failure	se
enanthema	se
liver damage	se
cholestatic jaundice	se
elevated erythrocyte sedimentation rate	se
positive ANA	se
proteinuria	se
rectal disorder	se
Autonomic Nervous System Disorders	se
feeling drunk	se
breast tenderness	se
Genetic Disorders	se
cleft lip	se
aggressive	se
leg pain	se
Ovarian Hyperstimulation	se
gallbladder disease	se
septal defect	se
genital pruritus	se
transient ischemic attack	se
perineal pain	se
vaginal discharge	se
cleft palate	se
hand swelling	se
forgetful	se
hemangiomas	se
dyspareunia	se
melasma	se
xerophthalmia	se
vaginal dryness	se
tension	se
cerebral thrombosis	se
Perineal Pain Female	se
ovarian cyst	se
uterine spasm	se
vaginal bleeding	se
speech disorder	se
feeling abnormal	se
ovarian cancer	se
drunk	se
congenital heart disease	se
vaginal irritation	se
bloating	se
hiatal hernia	se
porphyria	se
chorea	se
hirsutism	se
cervical erosion	se
embolism	se
choking	se
worry	se
spasm	se
swollen tongue	se
Decreased carbohydrate tolerance	se
breast carcinoma	se
hyperventilation	se
acute pancreatitis	se
slurred	se
breast discharge	se
ventricular septal defect	se
difficulty in walking	se
influenzalike symptoms	se
suicidal ideation	se
genital moniliasis	se
premenstrual tension	se
ovarian failure	se
spontaneous abortion	se
elevated liver function tests	se
Ovarian Hyperstimulation Syndrome	se
crying abnormal	se
toothache	se
tightness of the throat	se
endometrial cancer	se
pms	se
hemorrhagic eruption	se
water retention	se
sulfobromophthalein retention	se
tightness of skin	se
warts	se
uterine fibroids	se
patent ductus arteriosus	se
parathyroid	se
oral disease	se
osteonecrosis of the jaw	se
secondary hyperparathyroidism	se
immediate hypersensitivity	se
hyperparathyroidism	se
ulcerative pharyngitis	se
Local Reactions	se
hyperphosphatemia	se
systemic lupus erythematosus	se
gastrointestinal symptoms	se
paranoia	se
myopia	se
lupus	se
gum hypertrophy	se
upset stomach	se
upset	se
night terrors	se
stridor	se
eosinophilic pneumonia acute	se
ill feeling	se
hyperproteinemia	se
decreased hemoglobin	se
HIV infection	se
hemorrhagic gastritis	se
prolonged prothrombin time	se
post nasal drip	se
rash macular	se
ECG abnormal	se
electrolyte abnormality	se
prothrombin decreased	se
periorbital edema	se
sarcoidosis	se
vestibular disorder	se
catheter related infections	se
Dependent edema	se
hepatosplenomegaly	se
neutrophilia	se
lipoma	se
tubular	se
flank pain	se
cheilitis	se
Intraoperative Floppy Iris Syndrome	se
gonadotropins decreased	se
paraplegia	se
abdominal tenderness	se
creatinine clearance decreased	se
esophageal ulcer	se
adrenal insufficiency	se
tenesmus	se
mucositis	se
balanoposthitis	se
NPN increased	se
micturition disorder	se
ejection fraction decreased	se
hyperuricemia	se
pruritic rash	se
ventricular hypertrophy	se
decreased platelet	se
pseudomonas aeruginosa infection	se
atelectasis	se
dry cough	se
nutritional deficiencies	se
BUN increased	se
encephalopathy	se
supraventricular extrasystoles	se
vitamin K deficiency	se
fistula	se
stiffness	se
hemolytic uremic syndrome	se
nephritis	se
urinary obstruction	se
prolonged clotting time	se
bacteremia	se
dysphonia	se
metabolic acidosis	se
myelodysplastic syndrome	se
Rectal Pain	se
hypercalcemia	se
Stevens Johnson Syndrome	se
absent reflexes	se
urine abnormality	se
Chest wall pain	se
biliary sludge	se
Tooth discoloration	se
deep vein thrombosis	se
flutter	se
potassium deficiency	se
interstitial nephritis	se
thrombotic thrombocytopenic purpura	se
myeloid leukemia	se
atherosclerotic vascular disease	se
hypoalbuminemia	se
Anemia aggravated	se
abnormal platelets	se
hemiparesis	se
leukemia	se
pulmonary hypertension	se
SARS	se
sciatica	se
AML	se
abnormal electroencephalogram	se
odynophagia	se
pain aggravated	se
generalized edema	se
renal insufficiency aggravated	se
retching	se
aggravated bilirubinemia	se
respiratory arrest	se
lipase increased	se
furunculosis	se
respiratory insufficiency	se
aortic valve sclerosis	se
abnormal blood gases	se
meningitis	se
atrial flutter	se
cold sores	se
uremic syndrome	se
altered saliva	se
Metabolic Disorders	se
ventricular tachycardia	se
aplasia	se
altered mental status	se
diverticulitis	se
reflexes decreased	se
liver tenderness	se
mitral valve disorder	se
leg edema	se
mononeuritis	se
fasciitis	se
restless legs	se
sudden death	se
renal tubular acidosis	se
acidosis	se
laboratory test abnormal	se
solid tumors	se
vaginal hemorrhage	se
CMV infection	se
rash erythematous	se
follicular rash	se
asterixis	se
hypernatremia	se
Eye Abnormality	se
limb heaviness	se
monoclonal gammopathy	se
hand tremor	se
gammopathy	se
immunodeficiency	se
loss of appetite	se
essential tremor	se
cerebellar dysfunction	se
menstrual irregularities	se
bladder cancer	se
unsteady gait	se
vitamin B12 deficiency	se
jitteriness	se
neurologic symptoms	se
Abdominal distension gaseous	se
localized numbness	se
hyperthermia	se
paralytic ileus	se
excitement	se
peculiar taste	se
hypomania	se
malignant syndrome	se
neuroleptic malignant	se
parotid swelling	se
excessive appetite	se
epigastric distress	se
adenitis	se
black tongue	se
panic	se
bullous eruption	se
hematemesis	se
retroperitoneal hemorrhage	se
arterial thrombosis	se
aortic stenosis	se
unstable angina	se
myocardial ischemia	se
coronary thrombosis	se
intracranial hemorrhage	se
suffering	se
coronary occlusion	se
acute myocardial infarction	se
gastrointestinal pain	se
erythrocytopenia	se
hypoglycemic episodes	se
allergic skin reaction	se
cutaneous hypersensitivity	se
Hepatic porphyria	se
hepatic impairment	se
porphyria cutanea tarda	se
hypoglycemic reaction	se
photopsia	se
Hematologic Disorders	se
rectal hemorrhage	se
nephrosis	se
pseudoporphyria	se
duodenitis	se
color blindness	se
brain edema	se
adrenal cortex insufficiency	se
diabetes insipidus	se
hemorrhagic cystitis	se
encephalitis	se
scleritis	se
intestinal ulcer	se
periodontitis	se
chromatopsia	se
peritonitis	se
hydronephrosis	se
multiorgan failure	se
otitis externa	se
intestinal perforation	se
decreased visual acuity	se
kidney pain	se
decreased renal function	se
atrophy	se
retinitis	se
intracranial hypertension	se
glycosuria	se
osteomalacia	se
bacterial infections	se
periostitis	se
oculogyric crisis	se
oliguria	se
carcinoma	se
perforated duodenal ulcer	se
voice alteration	se
proctitis	se
hyperplasia	se
parotid gland enlargement	se
skin carcinoma	se
melanosis	se
uterine hemorrhage	se
bleeding time increased	se
retinopathy	se
glucose tolerance decreased	se
squamous cell carcinoma	se
endocarditis	se
night blindness	se
anuria	se
injection site infection	se
injection site pain	se
scrotal edema	se
gum hyperplasia	se
corneal opacity	se
discoid lupus	se
ventricular fibrillation	se
hypervolemia	se
cerebral hemorrhage	se
lymphangitis	se
optic atrophy	se
megaloblastic	se
cardiomyopathy	se
uremia	se
retinal hemorrhage	se
organ failure	se
tubular necrosis	se
hepatic coma	se
fixed drug eruption	se
blighted ovum	se
graft versus host reaction	se
Fat Redistribution	se
iritis	se
yawning	se
rheumatoid arthritis	se
femoral head avascular necrosis	se
urogenital disorder	se
cold clammy skin	se
postoperative bleeding	se
corneal ulcer	se
aggravated hypertension	se
lichen planus	se
lichen	se
inverted T	se
plantar fasciitis	se
chest congestion	se
tendinitis	se
multiple sclerosis	se
obstructive pulmonary disease	se
